ID,label,sessions,drives,total_sessions,n_days_after_onboarding,total_navigations_fav1,total_navigations_fav2,driven_km_drives,duration_minutes_drives,activity_days,driving_days,device,sessions_per_day,km_per_drive,total_navigations,favorite_ratio,driving_consistency,inactive_days,inactive_ratio,device_android
14148,retained,44,36,47.32038078,246,134,0,7041.59319,4716.822008,14,8,iPhone,3.142857142857143,195.5998108333333,134,1.0,0.5714285714285714,232,0.943089430894309,0
14149,retained,67,67,343.1852797,1382,139,0,2778.759473,967.5870268,10,10,Android,6.7,41.47402198507463,139,1.0,1.0,1372,0.9927641099855282,1
14150,churned,42,42,100.1182188,1750,39,0,1945.066977,1454.255265,6,1,iPhone,7.0,46.3111185,39,1.0,0.1666666666666666,1744,0.9965714285714286,0
14151,retained,28,26,526.980499,2837,38,18,7732.177592,5577.978414,1,0,iPhone,28.0,297.39144584615383,56,1.0,0.0,2836,0.9996475149806132,0
14152,retained,82,66,238.9314602,884,101,17,3023.186464,1307.629783,16,13,Android,5.125,45.80585551515152,118,1.0,0.8125,868,0.9819004524886876,1
14153,churned,23,18,87.35624976,11,304,0,4470.089089,1988.060168,11,11,Android,2.090909090909091,248.33828272222223,304,1.0,1.0,0,0.0,1
14154,retained,50,42,219.6970921,2136,0,296,1157.754563,785.5444295,27,17,iPhone,1.851851851851852,27.56558483333333,296,1.0,0.6296296296296297,2109,0.9873595505617978,0
14155,retained,49,40,216.0384716,554,17,104,2931.976265,705.0485629,15,12,iPhone,3.2666666666666666,73.29940662499999,121,1.0,0.8,539,0.9729241877256316,0
14156,retained,54,54,156.9864411,3422,0,101,12938.68252,5263.412064,31,25,iPhone,1.7419354838709675,239.60523185185187,101,1.0,0.8064516129032258,3391,0.9909409701928696,0
14157,retained,8,7,140.1155794,3151,0,35,3496.540372,684.3551243,25,22,iPhone,0.32,499.5057674285714,35,1.0,0.88,3126,0.9920660107902252,0
14158,retained,5,5,333.4770132,1693,91,16,3867.906985,1721.958609,11,8,iPhone,0.4545454545454545,773.581397,107,1.0,0.7272727272727273,1682,0.993502658003544,0
14159,retained,171,137,311.5262471,2160,131,0,6295.456309,801.2083704,29,24,iPhone,5.896551724137931,45.95223583211679,131,1.0,0.8275862068965517,2131,0.986574074074074,0
14160,retained,145,119,177.1012634,1106,0,0,982.6939945,708.6900374,16,16,iPhone,9.0625,8.257932726890756,0,0.0,1.0,1090,0.9855334538878844,0
14161,retained,23,19,174.5411978,3109,93,0,6776.258122,3739.707685,9,9,iPhone,2.555555555555556,356.6451643157895,93,1.0,1.0,3100,0.9971051785139916,0
14162,retained,169,135,212.7589385,3197,0,0,2493.116342,1424.686409,15,10,Android,11.266666666666667,18.467528459259256,0,0.0,0.6666666666666666,3182,0.9953081013450108,1
14163,retained,171,138,188.3064729,1047,0,15,4458.400946,2660.259319,24,24,iPhone,7.125,32.307253231884054,15,1.0,1.0,1023,0.9770773638968482,0
14164,retained,90,78,131.7137496,861,0,36,4722.795097,947.6697505,26,25,iPhone,3.4615384615384617,60.54865508974359,36,1.0,0.9615384615384616,835,0.9698025551684089,0
14165,retained,34,27,36.12086597,702,77,46,2538.929302,1901.052811,25,17,Android,1.36,94.0344185925926,123,1.0,0.68,677,0.9643874643874644,1
14166,retained,17,17,106.2013377,3153,140,0,2843.593944,1696.307854,24,17,iPhone,0.7083333333333334,167.27023200000002,140,1.0,0.7083333333333334,3129,0.9923882017126546,0
14167,retained,15,12,112.9237154,801,195,86,2825.096607,891.6666086,11,11,Android,1.3636363636363635,235.42471725,281,1.0,1.0,790,0.9862671660424468,1
14168,retained,1,1,13.41019592,756,56,30,4432.521767,819.7201122,15,10,iPhone,0.0666666666666666,4432.521767,86,1.0,0.6666666666666666,741,0.98015873015873,0
14169,churned,30,29,62.91162628,1402,247,14,8898.126638,1651.108368,2,0,Android,15.0,306.83195303448275,261,1.0,0.0,1400,0.9985734664764622,1
14170,retained,147,118,173.397246,2673,76,61,4468.244738,1194.983,0,0,iPhone,inf,37.86648083050848,137,1.0,0.0,2673,1.0,0
14171,churned,36,34,189.8401138,1258,183,16,2856.642859,1884.110054,10,9,iPhone,3.6,84.01890761764706,199,1.0,0.9,1248,0.9920508744038156,0
14172,retained,170,136,328.3112618,190,0,72,4192.093975,745.3297171,26,22,Android,6.538461538461538,30.82422040441176,72,1.0,0.8461538461538461,164,0.8631578947368421,1
14173,retained,6,6,252.1567503,1050,120,7,2170.462628,1644.90045,23,19,iPhone,0.2608695652173913,361.74377133333337,127,1.0,0.8260869565217391,1027,0.978095238095238,0
14174,churned,129,105,175.5224684,3182,484,50,3997.570429,2486.004068,1,1,iPhone,129.0,38.072099323809525,534,1.0,1.0,3181,0.9996857322438718,0
14175,retained,61,56,145.6709878,197,296,51,3330.424352,1848.01206,8,5,Android,7.625,59.47186342857143,347,1.0,0.625,189,0.9593908629441624,1
14176,retained,4,4,85.79252506,1565,52,0,2524.716591,987.9679235,13,8,iPhone,0.3076923076923077,631.17914775,52,1.0,0.6153846153846154,1552,0.9916932907348244,0
14177,retained,156,125,187.375395,890,0,169,3091.001515,2013.306064,13,13,iPhone,12.0,24.72801212,169,1.0,1.0,877,0.9853932584269663,0
14178,retained,11,11,76.68074272,3380,0,64,3846.924908,417.6286405,5,5,iPhone,2.2,349.7204461818182,64,1.0,1.0,3375,0.9985207100591716,0
14179,retained,61,49,65.8294999,589,86,73,998.5683553,284.8814997,20,20,iPhone,3.05,20.378946026530613,159,1.0,1.0,569,0.966044142614601,0
14180,retained,111,90,285.7937619,61,333,0,4365.558156,3394.661312,9,8,iPhone,12.333333333333334,48.50620173333333,333,1.0,0.8888888888888888,52,0.8524590163934426,0
14181,retained,80,67,357.4112619,3176,30,2,3966.218398,2286.199851,9,9,iPhone,8.88888888888889,59.19728952238806,32,1.0,1.0,3167,0.9971662468513854,0
14182,retained,45,38,116.5411377,2949,531,31,2211.467648,470.9790874,24,16,Android,1.875,58.19651705263158,562,1.0,0.6666666666666666,2925,0.9918616480162769,1
14183,retained,106,88,409.9727697,2158,38,0,2616.446553,2140.250763,17,12,iPhone,6.235294117647059,29.73234719318182,38,1.0,0.7058823529411765,2141,0.9921223354958296,0
14184,retained,84,69,143.3411876,931,0,0,4795.698477,1690.330732,12,5,iPhone,7.0,69.50287647826087,0,0.0,0.4166666666666667,919,0.9871106337271752,0
14185,retained,113,91,181.5775158,2829,697,51,7338.389898,3421.999483,19,10,iPhone,5.947368421052632,80.64164723076924,748,1.0,0.5263157894736842,2810,0.9932838458819372,0
14186,retained,70,58,71.43692116,689,0,54,5116.83359,555.3667468,7,5,iPhone,10.0,88.22126879310345,54,1.0,0.7142857142857143,682,0.9898403483309144,0
14187,retained,89,72,228.7003482,381,0,7,4735.270348,2443.272941,19,12,iPhone,4.684210526315789,65.76764372222222,7,1.0,0.631578947368421,362,0.9501312335958004,0
14188,retained,16,13,222.976744,3003,96,54,4138.197397,1937.443143,11,11,iPhone,1.4545454545454546,318.32287669230766,150,1.0,1.0,2992,0.9963369963369964,0
14189,retained,47,44,68.03202925,3275,119,27,4307.321489,1631.188788,15,15,iPhone,3.1333333333333333,97.89367020454546,146,1.0,1.0,3260,0.9954198473282444,0
14190,retained,58,48,208.994765,1602,431,0,4195.773166,1895.974614,31,27,iPhone,1.870967741935484,87.41194095833333,431,1.0,0.8709677419354839,1571,0.980649188514357,0
14191,retained,91,77,249.7068088,3172,207,25,5293.172922,3375.298072,20,20,iPhone,4.55,68.74250548051948,232,1.0,1.0,3152,0.9936948297604036,0
14192,retained,15,12,41.07540561,1594,215,21,2115.157624,1439.211707,24,16,iPhone,0.625,176.26313533333334,236,1.0,0.6666666666666666,1570,0.9849435382685068,0
14193,retained,49,40,68.13448936,832,251,15,5165.326151,1703.850757,17,10,iPhone,2.8823529411764706,129.133153775,266,1.0,0.5882352941176471,815,0.9795673076923076,0
14194,retained,21,20,33.81875896,658,12,11,2493.744068,497.6312617,5,5,iPhone,4.2,124.6872034,23,1.0,1.0,653,0.9924012158054712,0
14195,retained,31,25,178.2645021,319,421,38,2891.023615,454.1423328,15,15,iPhone,2.066666666666667,115.6409446,459,1.0,1.0,304,0.9529780564263324,0
14196,retained,223,179,415.8692911,2785,0,47,7064.15969,2130.75395,29,23,iPhone,7.689655172413793,39.46457927374302,47,1.0,0.7931034482758621,2756,0.9895870736086176,0
14197,retained,118,103,172.6567185,2648,31,14,6824.310632,3191.780329,8,6,iPhone,14.75,66.25544302912621,45,1.0,0.75,2640,0.9969788519637462,0
14198,retained,69,55,103.9041924,1691,667,0,4960.910545,2481.787198,8,5,iPhone,8.625,90.19837354545454,667,1.0,0.625,1683,0.9952690715552928,0
14199,retained,60,50,76.61044207,238,81,74,4844.770162,1934.793162,29,25,iPhone,2.0689655172413794,96.89540324,155,1.0,0.8620689655172413,209,0.8781512605042017,0
14200,retained,4,4,9.504150078,2904,0,48,2182.850989,1325.090211,3,3,iPhone,1.3333333333333333,545.71274725,48,1.0,1.0,2901,0.9989669421487604,0
14201,retained,87,70,239.2456463,467,112,34,6298.145575,3780.12036,17,12,iPhone,5.117647058823529,89.9735082142857,146,1.0,0.7058823529411765,450,0.9635974304068522,0
14202,retained,40,32,51.77983185,1893,112,113,6269.906585,2477.58186,22,15,iPhone,1.818181818181818,195.93458078125,225,1.0,0.6818181818181818,1871,0.98837823560486,0
14203,churned,58,48,79.26987291,1801,16,0,1553.479897,1124.147219,5,0,iPhone,11.6,32.364164520833334,16,1.0,0.0,1796,0.997223764575236,0
14204,retained,210,168,250.1271885,3255,0,57,8550.547084,5383.592029,14,11,iPhone,15.0,50.89611359523809,57,1.0,0.7857142857142857,3241,0.9956989247311828,0
14205,retained,84,68,194.9431755,2160,191,73,1598.403894,212.1214089,9,9,Android,9.333333333333334,23.50593961764706,264,1.0,1.0,2151,0.9958333333333332,1
14206,retained,240,193,284.2730204,3142,696,0,1046.917235,753.8373009,9,9,iPhone,26.666666666666668,5.424441632124352,696,1.0,1.0,3133,0.9971355824315724,0
14207,churned,16,16,285.9160195,565,354,63,1955.175873,1276.055577,10,8,iPhone,1.6,122.1984920625,417,1.0,0.8,555,0.9823008849557522,0
14208,retained,98,86,214.164077,1335,214,8,3481.198406,2009.15676,30,28,iPhone,3.2666666666666666,40.47905123255814,222,1.0,0.9333333333333332,1305,0.9775280898876404,0
14209,retained,22,18,50.08610874,1943,0,0,6793.626268,4937.949955,14,11,Android,1.5714285714285714,377.4236815555556,0,0.0,0.7857142857142857,1929,0.9927946474523932,1
14210,retained,159,129,185.2095911,982,224,1,5378.419951,2479.294109,18,13,iPhone,8.833333333333334,41.69317791472868,225,1.0,0.7222222222222222,964,0.9816700610997964,0
14211,retained,21,17,26.18826776,3084,29,54,5065.329861,3144.067057,26,24,iPhone,0.8076923076923077,297.96058005882355,83,1.0,0.9230769230769232,3058,0.9915693904020751,0
14212,,60,49,379.7854212,1400,4,72,3035.087906,2037.0135,10,10,iPhone,6.0,61.940569510204085,76,1.0,1.0,1390,0.9928571428571428,0
14213,churned,194,155,303.3874337,245,112,0,4513.320864,3320.327767,2,1,iPhone,97.0,29.11819912258065,112,1.0,0.5,243,0.9918367346938776,0
14214,retained,30,28,80.06327008,1714,273,2,3896.88657,767.4801663,15,9,Android,2.0,139.17452035714285,275,1.0,0.6,1699,0.9912485414235706,1
14215,churned,48,39,275.2996724,1108,154,0,3405.649053,1844.850222,25,16,iPhone,1.92,87.3243346923077,154,1.0,0.64,1083,0.9774368231046932,0
14216,retained,85,68,84.95101122,1426,171,3,3196.301276,632.1362179,8,8,iPhone,10.625,47.00443052941176,174,1.0,1.0,1418,0.994389901823282,0
14217,retained,35,33,47.44597272,628,47,0,1732.113556,922.7133965,26,19,iPhone,1.3461538461538465,52.48828957575758,47,1.0,0.7307692307692307,602,0.9585987261146496,0
14218,retained,13,13,89.97238528,2231,219,21,1143.478437,363.8234595,21,16,Android,0.6190476190476191,87.95987976923077,240,1.0,0.7619047619047619,2210,0.990587180636486,1
14219,retained,8,7,75.95499356,1378,0,55,3780.916856,645.1097567,27,26,iPhone,0.2962962962962963,540.1309794285714,55,1.0,0.9629629629629628,1351,0.9804063860667634,0
14220,churned,221,181,230.423605,583,101,0,2037.953423,1463.985614,13,12,iPhone,17.0,11.25941117679558,101,1.0,0.9230769230769232,570,0.9777015437392796,0
14221,,51,46,375.2553191,2317,229,0,4870.678422,2202.966999,25,15,Android,2.04,105.88431352173912,229,1.0,0.6,2292,0.989210185584808,1
14222,retained,53,53,146.8046727,2815,292,5,2831.268881,2178.591659,28,24,iPhone,1.8928571428571428,53.42016756603773,297,1.0,0.8571428571428571,2787,0.9900532859680284,0
14223,retained,60,49,544.6870768,2877,51,67,3034.642828,2016.197416,9,7,Android,6.666666666666667,61.931486285714286,118,1.0,0.7777777777777778,2868,0.9968717413972888,1
14224,,25,21,331.0350972,2543,0,10,4592.799498,944.5739792,30,21,iPhone,0.8333333333333334,218.704738,10,1.0,0.7,2513,0.9882029099488792,0
14225,retained,94,76,153.9031584,3294,26,0,3342.448714,1799.140505,4,1,Android,23.5,43.97958834210527,26,1.0,0.25,3290,0.9987856709168184,1
14226,retained,130,108,324.4782835,1962,11,26,3641.78962,2959.088595,17,13,iPhone,7.647058823529412,33.72027425925926,37,1.0,0.7647058823529411,1945,0.991335372069317,0
14227,retained,48,48,344.5371002,2076,0,17,1393.502658,882.1759493,22,14,iPhone,2.1818181818181817,29.031305375,17,1.0,0.6363636363636364,2054,0.9894026974951832,0
14228,churned,56,56,135.316663,3153,0,1,3289.425624,918.5773725,8,3,Android,7.0,58.73974328571428,1,1.0,0.375,3145,0.9974627339042182,1
14229,retained,29,25,44.8339372,3401,99,0,3078.356812,491.0784034,0,0,iPhone,inf,123.13427248,99,1.0,0.0,3401,1.0,0
14230,retained,96,83,245.7331451,2153,71,30,6758.756239,4183.87954,17,15,iPhone,5.647058823529412,81.43079806024097,101,1.0,0.8823529411764706,2136,0.9921040408732,0
14231,,58,47,61.70677312,2101,52,0,1655.825196,1105.691223,31,20,iPhone,1.870967741935484,35.23032331914894,52,1.0,0.6451612903225806,2070,0.9852451213707758,0
14232,,75,60,177.1725297,1503,0,33,4307.938449,3300.407098,11,11,Android,6.818181818181818,71.79897415,33,1.0,1.0,1492,0.9926813040585496,1
14233,retained,128,113,232.8678968,402,186,0,8971.572545,5566.67305,13,12,iPhone,9.846153846153848,79.39444730088496,186,1.0,0.9230769230769232,389,0.9676616915422884,0
14234,retained,158,127,302.27447,1855,1,0,5621.89014,1949.038704,27,25,Android,5.851851851851852,44.266851496063,1,1.0,0.925925925925926,1828,0.98544474393531,1
14235,retained,3,3,15.58545611,27,0,20,5438.916795,689.8120779,27,23,Android,0.1111111111111111,1812.972265,20,1.0,0.8518518518518519,0,0.0,1
14236,retained,256,205,309.2402878,2539,188,25,3966.260223,170.5566008,0,0,Android,inf,19.34761084390244,213,1.0,0.0,2539,1.0,1
14237,retained,147,118,348.7808284,3365,7,37,2523.774612,977.7804186,21,17,Android,7.0,21.387920440677966,44,1.0,0.8095238095238095,3344,0.9937592867756316,1
14238,retained,10,9,154.9143272,1727,187,0,2962.130075,1981.900189,27,25,Android,0.3703703703703703,329.1255638888889,187,1.0,0.925925925925926,1700,0.9843659525188188,1
14239,retained,89,71,266.5814704,79,14,179,3218.547912,2526.786972,27,18,iPhone,3.2962962962962963,45.33166073239437,193,1.0,0.6666666666666666,52,0.6582278481012658,0
14240,retained,30,29,49.90323295,447,177,0,2760.791371,1323.011092,19,19,iPhone,1.5789473684210529,95.19970244827586,177,1.0,1.0,428,0.9574944071588368,0
14241,retained,305,251,320.6805585,2598,0,0,3300.973458,2215.836219,10,10,iPhone,30.5,13.151288677290836,0,0.0,1.0,2588,0.9961508852963818,0
14242,retained,75,65,125.8688452,3237,143,0,6436.556668,2976.833998,18,18,iPhone,4.166666666666667,99.02394873846154,143,1.0,1.0,3219,0.9944392956441148,0
14243,retained,148,121,303.978086,1613,261,0,5860.459071,3035.994277,20,13,Android,7.4,48.43354604132232,261,1.0,0.65,1593,0.9876007439553628,1
14244,retained,68,54,70.3019129,255,464,2,6096.089325,4529.208761,28,20,iPhone,2.4285714285714284,112.89054305555555,466,1.0,0.7142857142857143,227,0.8901960784313725,0
14245,,55,46,130.5466076,1740,209,0,2092.14246,1701.926371,24,24,iPhone,2.2916666666666665,45.48135782608696,209,1.0,1.0,1716,0.986206896551724,0
14246,churned,20,16,39.62952175,1851,42,96,4853.240175,2972.919969,7,3,iPhone,2.857142857142857,303.3275109375,138,1.0,0.4285714285714285,1844,0.996218260399784,0
14247,retained,25,21,107.0805783,3184,21,0,1872.566567,904.2399616,1,1,Android,25.0,89.16983652380952,21,1.0,1.0,3183,0.9996859296482412,1
14248,retained,6,6,104.8948903,2773,3,34,1555.710483,932.6452451,21,16,Android,0.2857142857142857,259.2850805,37,1.0,0.7619047619047619,2752,0.9924269743959612,1
14249,retained,147,118,327.3344604,3280,0,15,1231.405038,221.7237788,23,13,iPhone,6.391304347826087,10.435635915254238,15,1.0,0.5652173913043478,3257,0.9929878048780488,0
14250,churned,161,130,242.587836,929,0,16,5963.508848,3096.480627,0,0,iPhone,inf,45.87314498461539,16,1.0,0.0,929,1.0,0
14251,churned,101,81,118.7390539,3371,219,0,1807.064917,1101.576464,3,0,iPhone,33.666666666666664,22.309443419753084,219,1.0,0.0,3368,0.999110056363097,0
14252,retained,343,280,367.7304315,711,0,20,7024.292175,2714.397573,22,19,Android,15.590909090909092,25.08675776785714,20,1.0,0.8636363636363636,689,0.9690576652601968,1
14253,retained,73,59,98.86488532,1005,172,43,2164.725873,659.8346897,6,1,iPhone,12.166666666666666,36.6902690338983,215,1.0,0.1666666666666666,999,0.9940298507462688,0
14254,retained,45,36,50.95820481,1064,0,39,2520.908014,1882.564593,7,7,iPhone,6.428571428571429,70.02522261111112,39,1.0,1.0,1057,0.993421052631579,0
14255,retained,22,18,66.7429556,1423,79,82,2202.20537,35.73686778,21,14,iPhone,1.0476190476190477,122.34474277777778,161,1.0,0.6666666666666666,1402,0.9852424455375968,0
14256,retained,72,58,208.1394012,1963,257,192,3028.233436,138.1530797,25,20,Android,2.88,52.21092131034483,449,1.0,0.8,1938,0.9872643912379012,1
14257,retained,11,11,79.60510589,763,0,0,14187.72319,5881.127046,27,22,iPhone,0.4074074074074074,1289.7930172727274,0,0.0,0.8148148148148148,736,0.9646133682830932,0
14258,retained,99,80,100.2752263,2937,238,0,8923.844796,2820.507649,9,9,Android,11.0,111.54805995,238,1.0,1.0,2928,0.996935648621042,1
14259,,11,11,30.42355724,2573,0,6,2970.341415,970.4239689,4,0,iPhone,2.75,270.0310377272727,6,1.0,0.0,2569,0.9984453944811504,0
14260,retained,1,1,47.28663368,1701,0,160,1545.508195,832.8022877,30,22,iPhone,0.0333333333333333,1545.508195,160,1.0,0.7333333333333333,1671,0.982363315696649,0
14261,,346,286,366.5508175,2825,164,0,3067.938805,477.8185866,29,19,iPhone,11.93103448275862,10.727058758741258,164,1.0,0.6551724137931034,2796,0.9897345132743364,0
14262,retained,15,15,62.31310622,3447,0,297,2380.33008,790.8674468,26,22,Android,0.5769230769230769,158.68867200000005,297,1.0,0.8461538461538461,3421,0.992457209167392,1
14263,retained,22,18,40.77779213,1086,7,27,744.8658928,425.2928755,17,13,Android,1.2941176470588236,41.38143848888889,34,1.0,0.7647058823529411,1069,0.9843462246777164,1
14264,retained,56,50,71.53834845,1799,0,80,3605.370667,2653.840102,17,11,iPhone,3.294117647058824,72.10741334000001,80,1.0,0.6470588235294118,1782,0.990550305725403,0
14265,retained,5,5,90.43907105,3007,302,43,6329.607116,2928.051923,21,18,Android,0.238095238095238,1265.9214232,345,1.0,0.8571428571428571,2986,0.9930162953109412,1
14266,retained,11,9,164.4737966,2065,77,100,1708.225693,893.2808851,6,6,iPhone,1.8333333333333333,189.80285477777775,177,1.0,1.0,2059,0.997094430992736,0
14267,retained,16,16,21.03714184,1533,348,182,4386.311048,1799.181355,27,17,iPhone,0.5925925925925926,274.1444405,530,1.0,0.6296296296296297,1506,0.9823874755381604,0
14268,,25,20,172.0890597,60,0,19,1447.816881,1101.059441,16,15,Android,1.5625,72.39084405,19,1.0,0.9375,44,0.7333333333333333,1
14269,churned,67,67,146.4818608,1184,19,217,6482.476465,2844.833218,7,7,iPhone,9.571428571428571,96.75338007462686,236,1.0,1.0,1177,0.9940878378378378,0
14270,,174,162,234.0212751,137,0,0,1039.957792,481.5278275,3,0,Android,58.0,6.419492543209876,0,0.0,0.0,134,0.978102189781022,1
14271,retained,6,5,385.6728029,1492,230,0,2316.341816,1350.345736,17,17,Android,0.3529411764705882,463.2683632,230,1.0,1.0,1475,0.9886058981233244,1
14272,retained,19,15,253.8137435,3324,106,56,2850.108125,1604.879783,10,10,iPhone,1.9,190.00720833333332,162,1.0,1.0,3314,0.9969915764139592,0
14273,retained,371,297,667.9272623,144,16,47,4381.29895,1980.974998,25,16,iPhone,14.84,14.751848316498318,63,1.0,0.64,119,0.8263888888888888,0
14274,retained,76,62,267.0846971,3432,159,115,2522.646515,1031.887666,24,23,Android,3.1666666666666665,40.68784701612904,274,1.0,0.9583333333333334,3408,0.993006993006993,1
14275,retained,88,71,221.9142696,1584,511,73,706.3604264,465.6479351,17,12,iPhone,5.176470588235294,9.9487384,584,1.0,0.7058823529411765,1567,0.9892676767676768,0
14276,retained,18,15,19.87014269,329,565,103,1525.134823,1023.532935,26,22,iPhone,0.6923076923076923,101.67565486666668,668,1.0,0.8461538461538461,303,0.9209726443768996,0
14277,retained,71,57,163.4075523,969,75,0,2618.51274,1066.07001,29,25,iPhone,2.4482758620689653,45.93882,75,1.0,0.8620689655172413,940,0.9700722394220846,0
14278,churned,21,17,48.41748054,3341,416,14,2265.729268,652.2713657,10,4,iPhone,2.1,133.2781922352941,430,1.0,0.4,3331,0.9970068841664173,0
14279,retained,232,187,348.7855792,2381,122,0,10804.78325,7118.784722,12,5,iPhone,19.33333333333333,57.77958957219251,122,1.0,0.4166666666666667,2369,0.994960100797984,0
14280,retained,11,9,129.0217544,2910,6,67,2634.142771,1286.324729,13,9,iPhone,0.8461538461538461,292.6825301111111,73,1.0,0.6923076923076923,2897,0.99553264604811,0
14281,retained,57,53,123.2187297,1778,0,0,4723.802093,3518.300559,28,20,Android,2.0357142857142856,89.1283413773585,0,0.0,0.7142857142857143,1750,0.984251968503937,1
14282,churned,53,45,132.7059061,2916,225,0,6033.896271,1656.932059,16,10,Android,3.3125,134.0865838,225,1.0,0.625,2900,0.9945130315500684,1
14283,retained,177,145,209.2231638,2468,160,20,2697.510746,557.7018715,30,22,Android,5.9,18.603522386206897,180,1.0,0.7333333333333333,2438,0.9878444084278768,1
14284,retained,73,59,101.3324313,2169,19,0,2679.686459,1248.056215,19,18,iPhone,3.842105263157895,45.41841455932203,19,1.0,0.9473684210526316,2150,0.9912402028584602,0
14285,retained,182,147,259.69462,1059,691,0,4172.961266,2827.861286,11,10,Android,16.545454545454547,28.38749160544218,691,1.0,0.9090909090909092,1048,0.9896128423040604,1
14286,churned,347,283,394.1113268,385,3,13,3510.108855,1165.136115,2,2,Android,173.5,12.403211501766783,16,1.0,1.0,383,0.9948051948051948,1
14287,churned,32,28,155.4727183,1323,136,24,3212.188342,751.6017221,10,10,iPhone,3.2,114.72101221428572,160,1.0,1.0,1313,0.9924414210128496,0
14288,retained,121,97,165.5068168,1699,315,19,8625.007097,5601.153301,17,10,iPhone,7.117647058823529,88.91759893814432,334,1.0,0.5882352941176471,1682,0.9899941141848146,0
14289,retained,22,18,105.4413435,2037,0,12,1491.695056,1229.501235,14,12,iPhone,1.5714285714285714,82.87194755555555,12,1.0,0.8571428571428571,2023,0.993127147766323,0
14290,retained,20,18,48.1435366,14,0,31,5405.099395,2671.166061,14,9,Android,1.4285714285714286,300.28329972222224,31,1.0,0.6428571428571429,0,0.0,1
14291,retained,20,18,200.0797441,1262,0,35,3687.965244,1381.313763,21,17,iPhone,0.9523809523809524,204.886958,35,1.0,0.8095238095238095,1241,0.9833597464342314,0
14292,retained,18,17,39.26768394,2470,0,94,5240.270348,934.3308189,24,24,iPhone,0.75,308.2511969411765,94,1.0,1.0,2446,0.9902834008097166,0
14293,retained,310,248,318.2696859,1819,61,0,1076.368851,895.9565473,23,23,iPhone,13.478260869565217,4.340196979838709,61,1.0,1.0,1796,0.9873556899395272,0
14294,retained,198,163,291.4247266,3223,0,0,8827.407263,6371.671008,18,18,iPhone,11.0,54.1558727791411,0,0.0,1.0,3205,0.9944151411728204,0
14295,retained,68,68,105.9984774,414,366,32,4189.288735,2504.912266,26,18,iPhone,2.6153846153846154,61.60718727941177,398,1.0,0.6923076923076923,388,0.9371980676328504,0
14296,retained,13,12,77.09376277,3067,501,41,4441.661164,1591.075207,19,13,Android,0.6842105263157895,370.13843033333336,542,1.0,0.6842105263157895,3048,0.9938050211933486,1
14297,retained,4,4,10.95009596,1306,0,0,4527.329975,1101.300098,1,0,Android,4.0,1131.83249375,0,0.0,0.0,1305,0.9992343032159264,1
14298,retained,9,9,250.1993919,2983,0,182,7572.605171,5223.694601,22,15,Android,0.4090909090909091,841.4005745555555,182,1.0,0.6818181818181818,2961,0.99262487428763,1
14299,retained,142,117,198.8783942,1178,3,0,3284.939577,2477.603654,18,14,iPhone,7.888888888888889,28.07640664102564,3,1.0,0.7777777777777778,1160,0.9847198641765704,0
14300,retained,15,12,17.50294069,95,52,0,1454.231067,367.2254091,17,13,iPhone,0.8823529411764706,121.18592225,52,1.0,0.7647058823529411,78,0.8210526315789474,0
14301,retained,17,14,57.46968457,3448,122,7,5038.320769,4135.917534,8,2,iPhone,2.125,359.88005492857144,129,1.0,0.25,3440,0.9976798143851509,0
14302,,46,37,310.7165421,404,85,0,4676.979512,1919.079495,16,14,Android,2.875,126.40485167567569,85,1.0,0.875,388,0.9603960396039604,1
14303,retained,70,58,93.97245367,2901,0,0,6318.28532,2095.168064,23,23,iPhone,3.0434782608695654,108.93595379310344,0,0.0,1.0,2878,0.9920716994139952,0
14304,retained,160,128,598.2520867,3241,4,37,4482.569293,2031.956813,20,19,Android,8.0,35.0200726015625,41,1.0,0.95,3221,0.9938290651033632,1
14305,churned,9,7,35.69160097,1073,79,5,7993.507748,563.7478248,11,7,Android,0.8181818181818182,1141.9296782857143,84,1.0,0.6363636363636364,1062,0.989748369058714,1
14306,retained,350,284,649.5432827,1773,109,35,6770.64188,1997.035468,25,19,iPhone,14.0,23.840288309859154,144,1.0,0.76,1748,0.9858996051889451,0
14307,retained,0,0,13.00896815,140,16,14,2757.224756,933.2095434,29,28,Android,0.0,inf,30,1.0,0.9655172413793104,111,0.7928571428571428,1
14308,,32,25,67.11055303,994,112,72,1133.100893,627.1422236,1,1,Android,32.0,45.324035720000005,184,1.0,1.0,993,0.9989939637826962,1
14309,churned,75,61,119.5286239,1546,3,0,5154.430177,3372.564094,4,1,iPhone,18.75,84.49885536065574,3,1.0,0.25,1542,0.9974126778783958,0
14310,retained,46,37,219.8581084,1587,47,0,1822.786997,789.5356772,20,19,iPhone,2.3,49.26451343243243,47,1.0,0.95,1567,0.9873976055450536,0
14311,retained,94,76,153.8954586,392,44,0,1188.06027,903.6684649,6,6,iPhone,15.666666666666666,15.63237197368421,44,1.0,1.0,386,0.9846938775510204,0
14312,retained,177,144,195.4185524,750,48,0,3824.631689,1224.176695,25,15,iPhone,7.08,26.559942284722226,48,1.0,0.6,725,0.9666666666666668,0
14313,churned,134,107,275.5189886,49,350,25,4572.035548,3162.000739,12,11,Android,11.166666666666666,42.72930418691589,375,1.0,0.9166666666666666,37,0.7551020408163265,1
14314,retained,65,52,289.421246,2330,51,60,2417.511268,1758.269342,7,6,iPhone,9.285714285714286,46.49060130769231,111,1.0,0.8571428571428571,2323,0.9969957081545064,0
